id,Bar,Street,City,State,Phone,License,id,Name,Street,City,State,Phone,SSN,DriverLicense
203,SHANGRI'LA,"P.O. Box 767, 8687 Nibh St.",Ketchikan,Alaska,548-323-7696,392381-3350,2013,"Kenyon Aguirre","Ap #334-9052 Hendrerit. St.",Ketchikan,Alaska,459-920-7062,123-93-03,ACEA0577-A172-0B02-4637-3C606CA466B9
221,Eulipia,"2660 A St.",Anchorage,Alaska,136-269-8700,836692-8532,2013,"Kenyon Aguirre","Ap #334-9052 Hendrerit. St.",Ketchikan,Alaska,459-920-7062,123-93-03,ACEA0577-A172-0B02-4637-3C606CA466B9
190,"PERUVIAN COUNTRY CHICKEN & BEER","Ap #893-4993 Gravida. Ave",Fairbanks,Alaska,213-261-6443,443434-1709,2246,"Cole Nicholson","5291 Integer St.",Juneau,Alaska,135-256-2135,015-37-00,43F4F54D-014E-9078-67BA-6205A1F5D6CE
203,SHANGRI'LA,"P.O. Box 767, 8687 Nibh St.",Ketchikan,Alaska,548-323-7696,392381-3350,2246,"Cole Nicholson","5291 Integer St.",Juneau,Alaska,135-256-2135,015-37-00,43F4F54D-014E-9078-67BA-6205A1F5D6CE
221,Eulipia,"2660 A St.",Anchorage,Alaska,136-269-8700,836692-8532,2246,"Cole Nicholson","5291 Integer St.",Juneau,Alaska,135-256-2135,015-37-00,43F4F54D-014E-9078-67BA-6205A1F5D6CE
190,"PERUVIAN COUNTRY CHICKEN & BEER","Ap #893-4993 Gravida. Ave",Fairbanks,Alaska,213-261-6443,443434-1709,2267,"Melinda Lamb","555-1497 Mauris, St.",Juneau,Alaska,664-533-1802,643-90-00,2B2F183D-498F-1AF9-88E5-70E168B93CCE
203,SHANGRI'LA,"P.O. Box 767, 8687 Nibh St.",Ketchikan,Alaska,548-323-7696,392381-3350,2267,"Melinda Lamb","555-1497 Mauris, St.",Juneau,Alaska,664-533-1802,643-90-00,2B2F183D-498F-1AF9-88E5-70E168B93CCE
221,Eulipia,"2660 A St.",Anchorage,Alaska,136-269-8700,836692-8532,2267,"Melinda Lamb","555-1497 Mauris, St.",Juneau,Alaska,664-533-1802,643-90-00,2B2F183D-498F-1AF9-88E5-70E168B93CCE
190,"PERUVIAN COUNTRY CHICKEN & BEER","Ap #893-4993 Gravida. Ave",Fairbanks,Alaska,213-261-6443,443434-1709,2294,"Nigel Perry","P.O. Box 734, 6970 Orci Avenue",Fairbanks,Alaska,906-691-8415,450-40-01,CEC5E420-7084-42DA-03F7-CB9851256FB2
203,SHANGRI'LA,"P.O. Box 767, 8687 Nibh St.",Ketchikan,Alaska,548-323-7696,392381-3350,2294,"Nigel Perry","P.O. Box 734, 6970 Orci Avenue",Fairbanks,Alaska,906-691-8415,450-40-01,CEC5E420-7084-42DA-03F7-CB9851256FB2
221,Eulipia,"2660 A St.",Anchorage,Alaska,136-269-8700,836692-8532,2294,"Nigel Perry","P.O. Box 734, 6970 Orci Avenue",Fairbanks,Alaska,906-691-8415,450-40-01,CEC5E420-7084-42DA-03F7-CB9851256FB2
190,"PERUVIAN COUNTRY CHICKEN & BEER","Ap #893-4993 Gravida. Ave",Fairbanks,Alaska,213-261-6443,443434-1709,2337,"Dominique Robbins","574-8026 Ullamcorper Street",College,Alaska,270-397-4491,718-99-07,E7463291-BE8F-5BEF-AFD8-FCB6BD665B76
203,SHANGRI'LA,"P.O. Box 767, 8687 Nibh St.",Ketchikan,Alaska,548-323-7696,392381-3350,2337,"Dominique Robbins","574-8026 Ullamcorper Street",College,Alaska,270-397-4491,718-99-07,E7463291-BE8F-5BEF-AFD8-FCB6BD665B76
221,Eulipia,"2660 A St.",Anchorage,Alaska,136-269-8700,836692-8532,2337,"Dominique Robbins","574-8026 Ullamcorper Street",College,Alaska,270-397-4491,718-99-07,E7463291-BE8F-5BEF-AFD8-FCB6BD665B76
190,"PERUVIAN COUNTRY CHICKEN & BEER","Ap #893-4993 Gravida. Ave",Fairbanks,Alaska,213-261-6443,443434-1709,2340,"Stewart Christian","Ap #532-8665 Dolor, Av.",College,Alaska,914-178-6659,059-27-07,44872E1C-FB71-9D56-40AD-41F608DDCAE5
203,SHANGRI'LA,"P.O. Box 767, 8687 Nibh St.",Ketchikan,Alaska,548-323-7696,392381-3350,2340,"Stewart Christian","Ap #532-8665 Dolor, Av.",College,Alaska,914-178-6659,059-27-07,44872E1C-FB71-9D56-40AD-41F608DDCAE5
221,Eulipia,"2660 A St.",Anchorage,Alaska,136-269-8700,836692-8532,2340,"Stewart Christian","Ap #532-8665 Dolor, Av.",College,Alaska,914-178-6659,059-27-07,44872E1C-FB71-9D56-40AD-41F608DDCAE5
190,"PERUVIAN COUNTRY CHICKEN & BEER","Ap #893-4993 Gravida. Ave",Fairbanks,Alaska,213-261-6443,443434-1709,2359,"Brody Robertson","3758 Nunc Road",Fairbanks,Alaska,426-615-3870,210-71-06,59BFD941-3CD7-5818-3178-8630A844926E
203,SHANGRI'LA,"P.O. Box 767, 8687 Nibh St.",Ketchikan,Alaska,548-323-7696,392381-3350,2359,"Brody Robertson","3758 Nunc Road",Fairbanks,Alaska,426-615-3870,210-71-06,59BFD941-3CD7-5818-3178-8630A844926E
221,Eulipia,"2660 A St.",Anchorage,Alaska,136-269-8700,836692-8532,2359,"Brody Robertson","3758 Nunc Road",Fairbanks,Alaska,426-615-3870,210-71-06,59BFD941-3CD7-5818-3178-8630A844926E
190,"PERUVIAN COUNTRY CHICKEN & BEER","Ap #893-4993 Gravida. Ave",Fairbanks,Alaska,213-261-6443,443434-1709,2367,"Ahmed Warren","793-2162 Et St.",Fairbanks,Alaska,542-245-1195,810-08-09,1059455B-E464-22B8-5BD8-43AF90C2904C
203,SHANGRI'LA,"P.O. Box 767, 8687 Nibh St.",Ketchikan,Alaska,548-323-7696,392381-3350,2367,"Ahmed Warren","793-2162 Et St.",Fairbanks,Alaska,542-245-1195,810-08-09,1059455B-E464-22B8-5BD8-43AF90C2904C
221,Eulipia,"2660 A St.",Anchorage,Alaska,136-269-8700,836692-8532,2367,"Ahmed Warren","793-2162 Et St.",Fairbanks,Alaska,542-245-1195,810-08-09,1059455B-E464-22B8-5BD8-43AF90C2904C
190,"PERUVIAN COUNTRY CHICKEN & BEER","Ap #893-4993 Gravida. Ave",Fairbanks,Alaska,213-261-6443,443434-1709,2411,"Iris Kennedy","P.O. Box 428, 4568 Facilisis, Ave",Anchorage,Alaska,354-235-1810,896-46-03,379E4808-14EF-4138-93B8-2D94229BE5C9
203,SHANGRI'LA,"P.O. Box 767, 8687 Nibh St.",Ketchikan,Alaska,548-323-7696,392381-3350,2411,"Iris Kennedy","P.O. Box 428, 4568 Facilisis, Ave",Anchorage,Alaska,354-235-1810,896-46-03,379E4808-14EF-4138-93B8-2D94229BE5C9
221,Eulipia,"2660 A St.",Anchorage,Alaska,136-269-8700,836692-8532,2411,"Iris Kennedy","P.O. Box 428, 4568 Facilisis, Ave",Anchorage,Alaska,354-235-1810,896-46-03,379E4808-14EF-4138-93B8-2D94229BE5C9
190,"PERUVIAN COUNTRY CHICKEN & BEER","Ap #893-4993 Gravida. Ave",Fairbanks,Alaska,213-261-6443,443434-1709,2465,"Honorato Hanson","P.O. Box 411, 5777 Quis Rd.",College,Alaska,685-352-5231,500-64-02,8619C01A-F573-3F7B-994E-33FDFDDFD0BF
203,SHANGRI'LA,"P.O. Box 767, 8687 Nibh St.",Ketchikan,Alaska,548-323-7696,392381-3350,2465,"Honorato Hanson","P.O. Box 411, 5777 Quis Rd.",College,Alaska,685-352-5231,500-64-02,8619C01A-F573-3F7B-994E-33FDFDDFD0BF
221,Eulipia,"2660 A St.",Anchorage,Alaska,136-269-8700,836692-8532,2465,"Honorato Hanson","P.O. Box 411, 5777 Quis Rd.",College,Alaska,685-352-5231,500-64-02,8619C01A-F573-3F7B-994E-33FDFDDFD0BF
190,"PERUVIAN COUNTRY CHICKEN & BEER","Ap #893-4993 Gravida. Ave",Fairbanks,Alaska,213-261-6443,443434-1709,2511,"Whilemina Underwood","P.O. Box 337, 8007 Amet, Ave",Juneau,Alaska,300-282-1834,141-13-01,C66D6E87-BC52-A952-7F16-5A2795AD0F47
203,SHANGRI'LA,"P.O. Box 767, 8687 Nibh St.",Ketchikan,Alaska,548-323-7696,392381-3350,2511,"Whilemina Underwood","P.O. Box 337, 8007 Amet, Ave",Juneau,Alaska,300-282-1834,141-13-01,C66D6E87-BC52-A952-7F16-5A2795AD0F47
221,Eulipia,"2660 A St.",Anchorage,Alaska,136-269-8700,836692-8532,2511,"Whilemina Underwood","P.O. Box 337, 8007 Amet, Ave",Juneau,Alaska,300-282-1834,141-13-01,C66D6E87-BC52-A952-7F16-5A2795AD0F47
190,"PERUVIAN COUNTRY CHICKEN & BEER","Ap #893-4993 Gravida. Ave",Fairbanks,Alaska,213-261-6443,443434-1709,2521,"Melanie Warner","7640 Arcu St.",College,Alaska,154-582-9595,805-24-01,039F9F7D-0E53-E92D-A4A5-ECA0879E7001
203,SHANGRI'LA,"P.O. Box 767, 8687 Nibh St.",Ketchikan,Alaska,548-323-7696,392381-3350,2521,"Melanie Warner","7640 Arcu St.",College,Alaska,154-582-9595,805-24-01,039F9F7D-0E53-E92D-A4A5-ECA0879E7001
221,Eulipia,"2660 A St.",Anchorage,Alaska,136-269-8700,836692-8532,2521,"Melanie Warner","7640 Arcu St.",College,Alaska,154-582-9595,805-24-01,039F9F7D-0E53-E92D-A4A5-ECA0879E7001
190,"PERUVIAN COUNTRY CHICKEN & BEER","Ap #893-4993 Gravida. Ave",Fairbanks,Alaska,213-261-6443,443434-1709,2523,"Sybil Newman","P.O. Box 198, 465 At Avenue",Ketchikan,Alaska,687-551-8926,792-03-04,30171163-9C05-7092-54D4-1C7D7C1A27BC
203,SHANGRI'LA,"P.O. Box 767, 8687 Nibh St.",Ketchikan,Alaska,548-323-7696,392381-3350,2523,"Sybil Newman","P.O. Box 198, 465 At Avenue",Ketchikan,Alaska,687-551-8926,792-03-04,30171163-9C05-7092-54D4-1C7D7C1A27BC
221,Eulipia,"2660 A St.",Anchorage,Alaska,136-269-8700,836692-8532,2523,"Sybil Newman","P.O. Box 198, 465 At Avenue",Ketchikan,Alaska,687-551-8926,792-03-04,30171163-9C05-7092-54D4-1C7D7C1A27BC
190,"PERUVIAN COUNTRY CHICKEN & BEER","Ap #893-4993 Gravida. Ave",Fairbanks,Alaska,213-261-6443,443434-1709,2699,"Joseph Harding","P.O. Box 785, 3173 Vestibulum Avenue",Juneau,Alaska,854-967-2078,898-01-05,078E5A75-D379-5991-A840-9C36CF332269
203,SHANGRI'LA,"P.O. Box 767, 8687 Nibh St.",Ketchikan,Alaska,548-323-7696,392381-3350,2699,"Joseph Harding","P.O. Box 785, 3173 Vestibulum Avenue",Juneau,Alaska,854-967-2078,898-01-05,078E5A75-D379-5991-A840-9C36CF332269
221,Eulipia,"2660 A St.",Anchorage,Alaska,136-269-8700,836692-8532,2699,"Joseph Harding","P.O. Box 785, 3173 Vestibulum Avenue",Juneau,Alaska,854-967-2078,898-01-05,078E5A75-D379-5991-A840-9C36CF332269
190,"PERUVIAN COUNTRY CHICKEN & BEER","Ap #893-4993 Gravida. Ave",Fairbanks,Alaska,213-261-6443,443434-1709,2711,"Arden Adkins","9129 Etiam Rd.",Anchorage,Alaska,694-998-3613,625-46-08,9D4AAE9E-7E1A-1BD3-623F-DC3404441048
203,SHANGRI'LA,"P.O. Box 767, 8687 Nibh St.",Ketchikan,Alaska,548-323-7696,392381-3350,2711,"Arden Adkins","9129 Etiam Rd.",Anchorage,Alaska,694-998-3613,625-46-08,9D4AAE9E-7E1A-1BD3-623F-DC3404441048
221,Eulipia,"2660 A St.",Anchorage,Alaska,136-269-8700,836692-8532,2711,"Arden Adkins","9129 Etiam Rd.",Anchorage,Alaska,694-998-3613,625-46-08,9D4AAE9E-7E1A-1BD3-623F-DC3404441048
190,"PERUVIAN COUNTRY CHICKEN & BEER","Ap #893-4993 Gravida. Ave",Fairbanks,Alaska,213-261-6443,443434-1709,2732,"MacKensie Lindsay","Ap #658-5232 Sem Rd.",College,Alaska,583-915-0590,354-28-00,EAE995E1-1F68-87FD-8140-4453A3FF13C0
203,SHANGRI'LA,"P.O. Box 767, 8687 Nibh St.",Ketchikan,Alaska,548-323-7696,392381-3350,2732,"MacKensie Lindsay","Ap #658-5232 Sem Rd.",College,Alaska,583-915-0590,354-28-00,EAE995E1-1F68-87FD-8140-4453A3FF13C0
221,Eulipia,"2660 A St.",Anchorage,Alaska,136-269-8700,836692-8532,2732,"MacKensie Lindsay","Ap #658-5232 Sem Rd.",College,Alaska,583-915-0590,354-28-00,EAE995E1-1F68-87FD-8140-4453A3FF13C0
190,"PERUVIAN COUNTRY CHICKEN & BEER","Ap #893-4993 Gravida. Ave",Fairbanks,Alaska,213-261-6443,443434-1709,2741,"Marny Johnson","Ap #817-387 Vitae Rd.",Juneau,Alaska,738-690-8277,103-65-07,8F7F4388-D4A5-8BE2-82D3-56E765AE444D
203,SHANGRI'LA,"P.O. Box 767, 8687 Nibh St.",Ketchikan,Alaska,548-323-7696,392381-3350,2741,"Marny Johnson","Ap #817-387 Vitae Rd.",Juneau,Alaska,738-690-8277,103-65-07,8F7F4388-D4A5-8BE2-82D3-56E765AE444D
221,Eulipia,"2660 A St.",Anchorage,Alaska,136-269-8700,836692-8532,2741,"Marny Johnson","Ap #817-387 Vitae Rd.",Juneau,Alaska,738-690-8277,103-65-07,8F7F4388-D4A5-8BE2-82D3-56E765AE444D
190,"PERUVIAN COUNTRY CHICKEN & BEER","Ap #893-4993 Gravida. Ave",Fairbanks,Alaska,213-261-6443,443434-1709,2748,"Mallory Figueroa","1334 Egestas Road",Juneau,Alaska,244-539-8339,082-23-08,2F055A0A-8E87-F4ED-524E-68FEEE780000
203,SHANGRI'LA,"P.O. Box 767, 8687 Nibh St.",Ketchikan,Alaska,548-323-7696,392381-3350,2748,"Mallory Figueroa","1334 Egestas Road",Juneau,Alaska,244-539-8339,082-23-08,2F055A0A-8E87-F4ED-524E-68FEEE780000
221,Eulipia,"2660 A St.",Anchorage,Alaska,136-269-8700,836692-8532,2748,"Mallory Figueroa","1334 Egestas Road",Juneau,Alaska,244-539-8339,082-23-08,2F055A0A-8E87-F4ED-524E-68FEEE780000
190,"PERUVIAN COUNTRY CHICKEN & BEER","Ap #893-4993 Gravida. Ave",Fairbanks,Alaska,213-261-6443,443434-1709,2872,"Serina Chen","1454 Molestie Ave",Juneau,Alaska,594-411-7739,745-16-04,45586F95-DA8F-95E1-133C-210B0E701625
203,SHANGRI'LA,"P.O. Box 767, 8687 Nibh St.",Ketchikan,Alaska,548-323-7696,392381-3350,2872,"Serina Chen","1454 Molestie Ave",Juneau,Alaska,594-411-7739,745-16-04,45586F95-DA8F-95E1-133C-210B0E701625
221,Eulipia,"2660 A St.",Anchorage,Alaska,136-269-8700,836692-8532,2872,"Serina Chen","1454 Molestie Ave",Juneau,Alaska,594-411-7739,745-16-04,45586F95-DA8F-95E1-133C-210B0E701625
190,"PERUVIAN COUNTRY CHICKEN & BEER","Ap #893-4993 Gravida. Ave",Fairbanks,Alaska,213-261-6443,443434-1709,2881,"Angela Fleming","P.O. Box 463, 8938 Quam Road",Juneau,Alaska,823-357-7196,318-18-03,73CD0898-9FF0-E812-0E79-F55C1713A389
203,SHANGRI'LA,"P.O. Box 767, 8687 Nibh St.",Ketchikan,Alaska,548-323-7696,392381-3350,2881,"Angela Fleming","P.O. Box 463, 8938 Quam Road",Juneau,Alaska,823-357-7196,318-18-03,73CD0898-9FF0-E812-0E79-F55C1713A389
221,Eulipia,"2660 A St.",Anchorage,Alaska,136-269-8700,836692-8532,2881,"Angela Fleming","P.O. Box 463, 8938 Quam Road",Juneau,Alaska,823-357-7196,318-18-03,73CD0898-9FF0-E812-0E79-F55C1713A389
190,"PERUVIAN COUNTRY CHICKEN & BEER","Ap #893-4993 Gravida. Ave",Fairbanks,Alaska,213-261-6443,443434-1709,2887,"India Mcmahon","P.O. Box 365, 3678 Torquent Rd.",Ketchikan,Alaska,649-751-2363,742-64-09,9CD6CD55-6CBE-A365-274F-C123B53F2A83
203,SHANGRI'LA,"P.O. Box 767, 8687 Nibh St.",Ketchikan,Alaska,548-323-7696,392381-3350,2887,"India Mcmahon","P.O. Box 365, 3678 Torquent Rd.",Ketchikan,Alaska,649-751-2363,742-64-09,9CD6CD55-6CBE-A365-274F-C123B53F2A83
221,Eulipia,"2660 A St.",Anchorage,Alaska,136-269-8700,836692-8532,2887,"India Mcmahon","P.O. Box 365, 3678 Torquent Rd.",Ketchikan,Alaska,649-751-2363,742-64-09,9CD6CD55-6CBE-A365-274F-C123B53F2A83
190,"PERUVIAN COUNTRY CHICKEN & BEER","Ap #893-4993 Gravida. Ave",Fairbanks,Alaska,213-261-6443,443434-1709,2902,"Dora Fulton","P.O. Box 763, 4636 Nec, Street",Fairbanks,Alaska,288-263-3952,273-18-06,1ACCCAA2-F643-219F-E786-7D2ADA08ED76
203,SHANGRI'LA,"P.O. Box 767, 8687 Nibh St.",Ketchikan,Alaska,548-323-7696,392381-3350,2902,"Dora Fulton","P.O. Box 763, 4636 Nec, Street",Fairbanks,Alaska,288-263-3952,273-18-06,1ACCCAA2-F643-219F-E786-7D2ADA08ED76
221,Eulipia,"2660 A St.",Anchorage,Alaska,136-269-8700,836692-8532,2902,"Dora Fulton","P.O. Box 763, 4636 Nec, Street",Fairbanks,Alaska,288-263-3952,273-18-06,1ACCCAA2-F643-219F-E786-7D2ADA08ED76
190,"PERUVIAN COUNTRY CHICKEN & BEER","Ap #893-4993 Gravida. Ave",Fairbanks,Alaska,213-261-6443,443434-1709,2926,"Branden Garrison","3966 Porttitor Av.",Ketchikan,Alaska,689-100-5598,695-64-05,49910204-5C41-F969-EA36-8527E2D92FFC
203,SHANGRI'LA,"P.O. Box 767, 8687 Nibh St.",Ketchikan,Alaska,548-323-7696,392381-3350,2926,"Branden Garrison","3966 Porttitor Av.",Ketchikan,Alaska,689-100-5598,695-64-05,49910204-5C41-F969-EA36-8527E2D92FFC
221,Eulipia,"2660 A St.",Anchorage,Alaska,136-269-8700,836692-8532,2926,"Branden Garrison","3966 Porttitor Av.",Ketchikan,Alaska,689-100-5598,695-64-05,49910204-5C41-F969-EA36-8527E2D92FFC
190,"PERUVIAN COUNTRY CHICKEN & BEER","Ap #893-4993 Gravida. Ave",Fairbanks,Alaska,213-261-6443,443434-1709,2927,"Brendan Cervantes","Ap #136-1176 Ut Avenue",Ketchikan,Alaska,965-201-1975,834-08-03,0968F897-1364-ADA3-E190-270C183119EE
203,SHANGRI'LA,"P.O. Box 767, 8687 Nibh St.",Ketchikan,Alaska,548-323-7696,392381-3350,2927,"Brendan Cervantes","Ap #136-1176 Ut Avenue",Ketchikan,Alaska,965-201-1975,834-08-03,0968F897-1364-ADA3-E190-270C183119EE
221,Eulipia,"2660 A St.",Anchorage,Alaska,136-269-8700,836692-8532,2927,"Brendan Cervantes","Ap #136-1176 Ut Avenue",Ketchikan,Alaska,965-201-1975,834-08-03,0968F897-1364-ADA3-E190-270C183119EE
190,"PERUVIAN COUNTRY CHICKEN & BEER","Ap #893-4993 Gravida. Ave",Fairbanks,Alaska,213-261-6443,443434-1709,2992,"Oliver Sykes","P.O. Box 941, 1173 Id, Rd.",College,Alaska,723-902-2662,560-78-01,77C17B5C-4F5A-8076-AE64-D1CF0555C9A1
203,SHANGRI'LA,"P.O. Box 767, 8687 Nibh St.",Ketchikan,Alaska,548-323-7696,392381-3350,2992,"Oliver Sykes","P.O. Box 941, 1173 Id, Rd.",College,Alaska,723-902-2662,560-78-01,77C17B5C-4F5A-8076-AE64-D1CF0555C9A1
221,Eulipia,"2660 A St.",Anchorage,Alaska,136-269-8700,836692-8532,2992,"Oliver Sykes","P.O. Box 941, 1173 Id, Rd.",College,Alaska,723-902-2662,560-78-01,77C17B5C-4F5A-8076-AE64-D1CF0555C9A1
190,"PERUVIAN COUNTRY CHICKEN & BEER","Ap #893-4993 Gravida. Ave",Fairbanks,Alaska,213-261-6443,443434-1709,3006,"Dakota Carney","Ap #204-8850 Dolor. Av.",Anchorage,Alaska,982-358-6672,382-74-08,398511F1-C7B7-2025-612F-7066A9766599
203,SHANGRI'LA,"P.O. Box 767, 8687 Nibh St.",Ketchikan,Alaska,548-323-7696,392381-3350,3006,"Dakota Carney","Ap #204-8850 Dolor. Av.",Anchorage,Alaska,982-358-6672,382-74-08,398511F1-C7B7-2025-612F-7066A9766599
221,Eulipia,"2660 A St.",Anchorage,Alaska,136-269-8700,836692-8532,3006,"Dakota Carney","Ap #204-8850 Dolor. Av.",Anchorage,Alaska,982-358-6672,382-74-08,398511F1-C7B7-2025-612F-7066A9766599
190,"PERUVIAN COUNTRY CHICKEN & BEER","Ap #893-4993 Gravida. Ave",Fairbanks,Alaska,213-261-6443,443434-1709,3090,"Lacy Mayer","P.O. Box 704, 5908 Auctor Rd.",Ketchikan,Alaska,941-221-2615,250-10-00,FF9C3891-9B77-A3D7-471B-517F0B61827A
203,SHANGRI'LA,"P.O. Box 767, 8687 Nibh St.",Ketchikan,Alaska,548-323-7696,392381-3350,3090,"Lacy Mayer","P.O. Box 704, 5908 Auctor Rd.",Ketchikan,Alaska,941-221-2615,250-10-00,FF9C3891-9B77-A3D7-471B-517F0B61827A
221,Eulipia,"2660 A St.",Anchorage,Alaska,136-269-8700,836692-8532,3090,"Lacy Mayer","P.O. Box 704, 5908 Auctor Rd.",Ketchikan,Alaska,941-221-2615,250-10-00,FF9C3891-9B77-A3D7-471B-517F0B61827A
190,"PERUVIAN COUNTRY CHICKEN & BEER","Ap #893-4993 Gravida. Ave",Fairbanks,Alaska,213-261-6443,443434-1709,3165,"Declan Joyner","Ap #525-2202 Eu Street",Anchorage,Alaska,473-425-8123,522-17-08,08EB0020-8FF3-8F8F-B6FC-6A252AD096FD
203,SHANGRI'LA,"P.O. Box 767, 8687 Nibh St.",Ketchikan,Alaska,548-323-7696,392381-3350,3165,"Declan Joyner","Ap #525-2202 Eu Street",Anchorage,Alaska,473-425-8123,522-17-08,08EB0020-8FF3-8F8F-B6FC-6A252AD096FD
221,Eulipia,"2660 A St.",Anchorage,Alaska,136-269-8700,836692-8532,3165,"Declan Joyner","Ap #525-2202 Eu Street",Anchorage,Alaska,473-425-8123,522-17-08,08EB0020-8FF3-8F8F-B6FC-6A252AD096FD
190,"PERUVIAN COUNTRY CHICKEN & BEER","Ap #893-4993 Gravida. Ave",Fairbanks,Alaska,213-261-6443,443434-1709,3177,"Blythe Kim","P.O. Box 742, 9941 Ac Rd.",Ketchikan,Alaska,905-719-3889,030-74-07,5C388772-4A3D-E6A5-2506-715F368D395E
203,SHANGRI'LA,"P.O. Box 767, 8687 Nibh St.",Ketchikan,Alaska,548-323-7696,392381-3350,3177,"Blythe Kim","P.O. Box 742, 9941 Ac Rd.",Ketchikan,Alaska,905-719-3889,030-74-07,5C388772-4A3D-E6A5-2506-715F368D395E
221,Eulipia,"2660 A St.",Anchorage,Alaska,136-269-8700,836692-8532,3177,"Blythe Kim","P.O. Box 742, 9941 Ac Rd.",Ketchikan,Alaska,905-719-3889,030-74-07,5C388772-4A3D-E6A5-2506-715F368D395E
190,"PERUVIAN COUNTRY CHICKEN & BEER","Ap #893-4993 Gravida. Ave",Fairbanks,Alaska,213-261-6443,443434-1709,3262,"Mechelle Gates","Ap #807-282 Nec, Street",Anchorage,Alaska,582-917-8358,451-75-09,0C86CDD6-F697-A884-38C7-0F5F47776F55
203,SHANGRI'LA,"P.O. Box 767, 8687 Nibh St.",Ketchikan,Alaska,548-323-7696,392381-3350,3262,"Mechelle Gates","Ap #807-282 Nec, Street",Anchorage,Alaska,582-917-8358,451-75-09,0C86CDD6-F697-A884-38C7-0F5F47776F55
221,Eulipia,"2660 A St.",Anchorage,Alaska,136-269-8700,836692-8532,3262,"Mechelle Gates","Ap #807-282 Nec, Street",Anchorage,Alaska,582-917-8358,451-75-09,0C86CDD6-F697-A884-38C7-0F5F47776F55
190,"PERUVIAN COUNTRY CHICKEN & BEER","Ap #893-4993 Gravida. Ave",Fairbanks,Alaska,213-261-6443,443434-1709,3343,"Neville Burton","2731 Sagittis St.",Fairbanks,Alaska,671-347-6114,322-02-02,15D4779C-4E78-1482-05BA-4E039AC150C5
203,SHANGRI'LA,"P.O. Box 767, 8687 Nibh St.",Ketchikan,Alaska,548-323-7696,392381-3350,3343,"Neville Burton","2731 Sagittis St.",Fairbanks,Alaska,671-347-6114,322-02-02,15D4779C-4E78-1482-05BA-4E039AC150C5
221,Eulipia,"2660 A St.",Anchorage,Alaska,136-269-8700,836692-8532,3343,"Neville Burton","2731 Sagittis St.",Fairbanks,Alaska,671-347-6114,322-02-02,15D4779C-4E78-1482-05BA-4E039AC150C5
